mag,mapped_reads,mag_length,total_decon_sample_reads,sample_id,rpkm
samp_2073,7237,4337595,47462450,samp_1319,3.515275929418951e-5
samp_3937,18338,4108029,47462450,samp_1319,9.405206059515427e-5
samp_4305,59078,3905470,47462450,samp_1319,3.187148694826137e-4
samp_4344,17124,4351921,47462450,samp_1319,8.290372861200018e-5
samp_4380,25770,4773271,47462450,samp_1319,1.1374915365780084e-4
samp_468,47744,4238051,47462450,samp_1319,2.373572328102953e-4
samp_471,6550,4577490,47462450,samp_1319,3.0148363514366825e-5
samp_477,10337,4344744,47462450,samp_1319,5.012797621827147e-5
samp_481,1177,3602070,47462450,samp_1319,6.8845278619788135e-6
samp_507,16726,3568765,47462450,samp_1319,9.874701784444652e-5
samp_2059,2323,3786874,46732204,samp_1320,1.3126595145140936e-5
samp_2073,409,4337595,46732204,samp_1320,2.017706739111866e-6
samp_3937,582,4108029,46732204,samp_1320,3.031609225704899e-6
samp_4305,906,3905470,46732204,samp_1320,4.9640783522665205e-6
samp_4344,570,4351921,46732204,samp_1320,2.802706293694425e-6
samp_4380,3687,4773271,46732204,samp_1320,1.6528779339595965e-5
samp_468,688,4238051,46732204,samp_1320,3.4738094778631105e-6
samp_471,497,4577490,46732204,samp_1320,2.3233397384567513e-6
samp_477,623,4344744,46732204,samp_1320,3.068369030295667e-6
samp_481,1294,3602070,46732204,samp_1320,7.687159002000286e-6
samp_507,615,3568765,46732204,samp_1320,3.687575330540031e-6
samp_2059,27552,3786874,42764058,samp_1321,1.7013488219793803e-4
samp_2073,6438,4337595,42764058,samp_1321,3.4707478462274234e-5
samp_3937,21791,4108029,42764058,samp_1321,1.240408546876224e-4
samp_4305,43327,3905470,42764058,samp_1321,2.594217610356426e-4
samp_4344,26673,4351921,42764058,samp_1321,1.4332170037373364e-4
samp_4380,31911,4773271,42764058,samp_1321,1.5633111022510292e-4
samp_468,28399,4238051,42764058,samp_1321,1.5669601763237658e-4
samp_471,6310,4577490,42764058,samp_1321,3.223465638884514e-5
samp_477,9097,4344744,42764058,samp_1321,4.896154263159817e-5
samp_481,1030,3602070,42764058,samp_1321,6.686612663450863e-6
samp_507,32649,3568765,42764058,samp_1321,2.1393065605132671e-4
samp_2059,3203,3786874,39013860,samp_1322,2.167989439220184e-5
samp_2073,354,4337595,39013860,samp_1322,2.091873128795684e-6
samp_3937,701,4108029,39013860,samp_1322,4.373867232444376e-6
samp_4305,231,3905470,39013860,samp_1322,1.5160717405257404e-6
samp_4344,1335,4351921,39013860,samp_1322,7.862874455616576e-6
samp_4380,1921,4773271,39013860,samp_1322,1.031554912863384e-5
samp_468,290,4238051,39013860,samp_1322,1.7539325909844288e-6
samp_471,769,4577490,39013860,samp_1322,4.3060593800935935e-6
samp_477,1322,4344744,39013860,samp_1322,7.799169191529355e-6
samp_481,943,3602070,39013860,samp_1322,6.710279704302557e-6
samp_507,722,3568765,39013860,samp_1322,5.18561566214884e-6
samp_2059,19057,3786874,44758622,samp_1323,1.1243382135446984e-4
samp_2073,5085,4337595,44758622,samp_1323,2.6191794243006508e-5
samp_3937,5037,4108029,44758622,samp_1323,2.7394396844465396e-5
samp_4305,13779,3905470,44758622,samp_1323,7.88256728881917e-5
samp_4344,4825,4351921,44758622,samp_1323,2.477077573183639e-5
samp_4380,7550,4773271,44758622,samp_1323,3.533899157611704e-5
samp_468,13079,4238051,44758622,samp_1323,6.894958457367342e-5
samp_471,6829,4577490,44758622,samp_1323,3.33313574626358e-5
samp_477,7367,4344744,44758622,samp_1323,3.788347160071701e-5
samp_481,1381,3602070,44758622,samp_1323,8.565738719140183e-6
samp_507,3843,3568765,44758622,samp_1323,2.405889773798517e-5
samp_2059,53508,3786874,42755070,samp_1324,3.304838500608473e-4
samp_2073,8595,4337595,42755070,samp_1324,4.6345680099176057e-5
samp_3937,32807,4108029,42755070,samp_1324,1.8678646200411087e-4
samp_4305,52690,3905470,42755070,samp_1324,3.1554933601004627e-4
samp_4344,28172,4351921,42755070,samp_1324,1.5140808091882845e-4
samp_4380,40072,4773271,42755070,samp_1324,1.9635289324868547e-4
samp_468,257643,4238051,42755070,samp_1324,0.00142188524324483
samp_471,7075,4577490,42755070,samp_1324,3.615025941691372e-5
samp_477,10382,4344744,42755070,samp_1324,5.58893695408188e-5
samp_481,1224,3602070,42755070,samp_1324,7.94770333314622e-6
samp_507,24893,3568765,42755070,samp_1324,1.6314421039621076e-4
samp_2059,2754,3786874,48347520,samp_1325,1.504211411372592e-5
samp_2073,207,4337595,48347520,samp_1325,9.870681624391764e-7
samp_3937,240,4108029,48347520,samp_1325,1.208380029479382e-6
samp_4305,216,3905470,48347520,samp_1325,1.1439478945453275e-6
samp_4344,259,4351921,48347520,samp_1325,1.2309617531235423e-6
samp_4380,876,4773271,48347520,samp_1325,3.7958916946148393e-6
samp_468,424,4238051,48347520,samp_1325,2.0693096175456932e-6
samp_471,320,4577490,48347520,samp_1325,1.4459336751865197e-6
samp_477,361,4344744,48347520,samp_1325,1.7185762591229946e-6
samp_481,835,3602070,48347520,samp_1325,4.794685498479578e-6
samp_507,388,3568765,48347520,samp_1325,2.248741697290468e-6
samp_2059,16890,3786874,48087882,samp_1326,9.274983488362753e-5
samp_2073,6867,4337595,48087882,samp_1326,3.292171102400653e-5
samp_3937,21913,4108029,48087882,samp_1326,1.1092583043130993e-4
samp_4305,13312,3905470,48087882,samp_1326,7.088173731143158e-5
samp_4344,27831,4351921,48087882,samp_1326,1.3298790943780172e-4
samp_4380,32911,4773271,48087882,samp_1326,1.4338025133573068e-4
samp_468,36534,4238051,48087882,samp_1326,1.7926495504006938e-4
samp_471,8459,4577490,48087882,samp_1326,3.842872463946823e-5
samp_477,9792,4344744,48087882,samp_1326,4.686747575446303e-5
samp_481,1146,3602070,48087882,samp_1326,6.616020161901529e-6
samp_507,34627,3568765,48087882,samp_1326,2.017721709081403e-4
samp_2059,3086,3786874,51850506,samp_1327,1.57167254835219e-5
samp_2073,309,4337595,51850506,samp_1327,1.3739042939273792e-6
samp_3937,389,4108029,51850506,samp_1327,1.8262620798620711e-6
samp_4305,534,3905470,51850506,samp_1327,2.637029280032186e-6
samp_4344,488,4351921,51850506,samp_1327,2.162647910685931e-6
samp_4380,3567,4773271,51850506,samp_1327,1.4412324054656515e-5
samp_468,596,4238051,51850506,samp_1327,2.7122335395269018e-6
samp_471,394,4577490,51850506,samp_1327,1.6600295489536168e-6
samp_477,680,4344744,51850506,samp_1327,3.0185037631156375e-6
samp_481,1523,3602070,51850506,samp_1327,8.15445153810984e-6
samp_507,533,3568765,51850506,samp_1327,2.8804229270949755e-6
samp_2059,77520,3786874,45145952,samp_1328,4.5343401203401865e-4
samp_2073,10576,4337595,45145952,samp_1328,5.400744437707505e-5
samp_3937,25753,4108029,45145952,samp_1328,1.3885947264593115e-4
samp_4305,83489,3905470,45145952,samp_1328,4.735187032880623e-4
samp_4344,27274,4351921,45145952,samp_1328,1.388190338921361e-4
samp_4380,37568,4773271,45145952,samp_1328,1.743344306827208e-4
samp_468,123968,4238051,45145952,samp_1328,6.479247958763898e-4
samp_471,8408,4577490,45145952,samp_1328,4.068613945222663e-5
samp_477,12066,4344744,45145952,samp_1328,6.151489872548813e-5
samp_481,1408,3602070,45145952,samp_1328,8.658281288630754e-6
samp_507,25080,3568765,45145952,samp_1328,1.5566492461645314e-4
samp_2059,18315,3786874,87532742,samp_1425,5.525295819247268e-5
samp_2073,3204,4337595,87532742,samp_1425,8.438650002314866e-6
samp_3937,2104,4108029,87532742,samp_1425,5.851156328859155e-6
samp_4305,188,3905470,87532742,samp_1425,5.499383547060344e-7
samp_4344,3671,4351921,87532742,samp_1425,9.636800055104197e-6
samp_4380,1312,4773271,87532742,samp_1425,3.140126977284143e-6
samp_468,50,4238051,87532742,samp_1425,1.3478243327055945e-7
samp_471,2901,4577490,87532742,samp_1425,7.240187135438047e-6
samp_477,10090,4344744,87532742,samp_1425,2.653117235628476e-5
samp_481,1570,3602070,87532742,samp_1425,4.979399495203717e-6
samp_507,2036,3568765,87532742,samp_1425,6.517623805149544e-6
samp_2059,6699,3786874,86580344,samp_1426,2.0431949928606663e-5
samp_2073,312,4337595,86580344,samp_1426,8.307804868385212e-7
samp_3937,1117,4108029,86580344,samp_1426,3.140511335684394e-6
samp_4305,7,3905470,86580344,samp_1426,2.0701672171977947e-8
samp_4344,2161,4351921,86580344,samp_1426,5.735277775144949e-6
samp_4380,159,4773271,86580344,samp_1426,3.847350254957437e-7
samp_468,4,4238051,86580344,samp_1426,1.090120497336356e-8
samp_471,267,4577490,86580344,samp_1426,6.736969018227109e-7
samp_477,1973,4344744,86580344,samp_1426,5.244976975967713e-6
samp_481,895,3602070,86580344,samp_1426,2.869799661133648e-6
samp_507,1204,3568765,86580344,samp_1426,3.896630530227989e-6
samp_2059,12344,3786874,63936212,samp_1427,5.0983325004221726e-5
samp_2073,9035,4337595,63936212,samp_1427,3.257858781680574e-5
samp_3937,1697,4108029,63936212,samp_1427,6.461025265041047e-6
samp_4305,204,3905470,63936212,samp_1427,8.169772424274454e-7
samp_4344,2123,4351921,63936212,samp_1427,7.629956972682975e-6
samp_4380,1573,4773271,63936212,samp_1427,5.15425295355837e-6
samp_468,119,4238051,63936212,samp_1427,4.391712286473548e-7
samp_471,5095,4577490,63936212,samp_1427,1.7408841926619445e-5
samp_477,27725,4344744,63936212,samp_1427,9.980687559655908e-5
samp_481,4796,3602070,63936212,samp_1427,2.0824765700184023e-5
samp_507,1728,3568765,63936212,samp_1427,7.573190560510571e-6
samp_2059,8660,3786874,76076338,samp_1428,3.0059893499096902e-5
samp_2073,657,4337595,76076338,samp_1428,1.9909794187751984e-6
samp_3937,867,4108029,76076338,samp_1428,2.774188693662065e-6
samp_4305,19,3905470,76076338,samp_1428,6.394854912044584e-8
samp_4344,1363,4351921,76076338,samp_1428,4.1168519905754115e-6
samp_4380,199,4773271,76076338,samp_1428,5.480086141365124e-7
samp_468,5,4238051,76076338,samp_1428,1.5507944083223483e-8
samp_471,578,4577490,76076338,samp_1428,1.6597811762976185e-6
samp_477,2396,4344744,76076338,samp_1428,7.248915250238866e-6
samp_481,1106,3602070,76076338,samp_1428,4.036020647595043e-6
samp_507,915,3568765,76076338,samp_1428,3.3701834671552855e-6
samp_2059,22271,3786874,72599518,samp_1429,8.100748058938134e-5
samp_2073,13995,4337595,72599518,samp_1429,4.4441649085116646e-5
samp_3937,8231,4108029,72599518,samp_1429,2.7598492698116097e-5
samp_4305,1664,3905470,72599518,samp_1429,5.868759038777501e-6
samp_4344,9879,4351921,72599518,samp_1429,3.126786621016698e-5
samp_4380,7557,4773271,72599518,samp_1429,2.180718424899257e-5
samp_468,1595,4238051,72599518,samp_1429,5.183949610348249e-6
samp_471,38695,4577490,72599518,samp_1429,1.1643772445526392e-4
samp_477,29687,4344744,72599518,samp_1429,9.411706663551042e-5
samp_481,24702,3602070,72599518,samp_1429,9.445962817092196e-5
samp_507,10164,3568765,72599518,samp_1429,3.922951762941941e-5
samp_2059,9581,3786874,69002034,samp_1430,3.666638482779622e-5
samp_2073,767,4337595,69002034,samp_1430,2.5626215356679627e-6
samp_3937,861,4108029,69002034,samp_1430,3.0374403498560975e-6
samp_4305,24,3905470,69002034,samp_1430,8.905863671994254e-8
samp_4344,1693,4351921,69002034,samp_1430,5.637857079651562e-6
samp_4380,211,4773271,69002034,samp_1430,6.406258671428162e-7
samp_468,38,4238051,69002034,samp_1430,1.2994378872627314e-7
samp_471,1439,4577490,69002034,samp_1430,4.555871822903694e-6
samp_477,2595,4344744,69002034,samp_1430,8.65588100148416e-6
samp_481,2657,3602070,69002034,samp_1430,1.0689995275943584e-5
samp_507,911,3568765,69002034,samp_1430,3.6994616803598673e-6
samp_2059,26946,3786874,56369444,samp_1431,1.2623206858098076e-4
samp_2073,4533,4337595,56369444,samp_1431,1.853928446455484e-5
samp_3937,4280,4108029,56369444,samp_1431,1.848274692871279e-5
samp_4305,7522,3905470,56369444,samp_1431,3.416774142728977e-5
samp_4344,4984,4351921,56369444,samp_1431,2.0316705222666464e-5
samp_4380,3661,4773271,56369444,samp_1431,1.360629509604858e-5
samp_468,5256,4238051,56369444,samp_1431,2.2001152267234403e-5
samp_471,6596,4577490,56369444,samp_1431,2.5562862945817316e-5
samp_477,20928,4344744,56369444,samp_1431,8.545151823510814e-5
samp_481,15949,3602070,56369444,samp_1431,7.854843897297254e-5
samp_507,4454,3568765,56369444,samp_1431,2.2140555374004904e-5
samp_2059,9193,3786874,55811858,samp_1432,4.349606052916375e-5
samp_2073,310,4337595,55811858,samp_1432,1.2805195508236578e-6
samp_3937,604,4108029,55811858,samp_1432,2.634371123567536e-6
samp_4305,21,3905470,55811858,samp_1432,9.634285413102057e-8
samp_4344,1080,4351921,55811858,samp_1432,4.446479269017313e-6
samp_4380,150,4773271,55811858,samp_1432,5.630522347749087e-7
samp_468,13,4238051,55811858,samp_1432,5.4960502282096864e-8
samp_471,496,4577490,55811858,samp_1432,1.94145706963596e-6
samp_477,1265,4344744,55811858,samp_1432,5.216747934556286e-6
samp_481,1738,3602070,55811858,samp_1432,8.64512233372038e-6
samp_507,654,3568765,55811858,samp_1432,3.2834719966963666e-6
samp_2059,17073,3786874,80276780,samp_1433,5.616154427517032e-5
samp_2073,4578,4337595,80276780,samp_1433,1.3147308225039463e-5
samp_3937,2451,4108029,80276780,samp_1433,7.4322424140287725e-6
samp_4305,1052,3905470,80276780,samp_1433,3.3554632729456793e-6
samp_4344,3662,4351921,80276780,samp_1433,1.0482078138693014e-5
samp_4380,2110,4773271,80276780,samp_1433,5.506509835829e-6
samp_468,816,4238051,80276780,samp_1433,2.398468593634409e-6
samp_471,5874,4577490,80276780,samp_1433,1.598514550850171e-5
samp_477,34639,4344744,80276780,samp_1433,9.931416820682778e-5
samp_481,28867,3602070,80276780,samp_1433,9.98296526013124e-5
samp_507,2656,3568765,80276780,samp_1433,9.270863262087286e-6
samp_2059,4785,3786874,63436308,samp_1434,1.991880077583983e-5
samp_2073,427,4337595,63436308,samp_1434,1.5518186834565823e-6
samp_3937,655,4108029,63436308,samp_1434,2.513447973941965e-6
samp_4305,11,3905470,63436308,samp_1434,4.439984765794165e-8
samp_4344,1000,4351921,63436308,samp_1434,3.622272325938181e-6
samp_4380,151,4773271,63436308,samp_1434,4.986811545894527e-7
samp_468,8,4238051,63436308,samp_1434,2.9756778298268172e-8
samp_471,441,4577490,63436308,samp_1434,1.5187045224149969e-6
samp_477,1148,4344744,63436308,samp_1434,4.165237760247475e-6
samp_481,1020,3602070,63436308,samp_1434,4.4638554672809245e-6
samp_507,780,3568765,63436308,samp_1434,3.445392885862753e-6
samp_2059,13707,3786874,47723198,samp_1435,7.584588425395889e-5
samp_2073,4096,4337595,47723198,samp_1435,1.9787066333023694e-5
samp_3937,3880,4108029,47723198,samp_1435,1.9791043171348712e-5
samp_4305,810,3905470,47723198,samp_1435,4.3459244687317564e-6
samp_4344,4796,4351921,47723198,samp_1435,2.309237666183066e-5
samp_4380,3553,4773271,47723198,samp_1435,1.559730543780868e-5
samp_468,659,4238051,47723198,samp_1435,3.2582897131332646e-6
samp_471,3656,4577490,47723198,samp_1435,1.673590662702836e-5
samp_477,14453,4344744,47723198,samp_1435,6.970505462424668e-5
samp_481,7604,3602070,47723198,samp_1435,4.423442855603672e-5
samp_507,5429,3568765,47723198,samp_1435,3.1876626366167176e-5
samp_2059,8856,3786874,55026448,samp_1436,4.2499642127430195e-5
samp_2073,894,4337595,55026448,samp_1436,3.745562424295855e-6
samp_3937,936,4108029,55026448,samp_1436,4.140672369169358e-6
samp_4305,23,3905470,55026448,samp_1436,1.0702446123096709e-7
samp_4344,1651,4351921,55026448,samp_1436,6.894370056636728e-6
samp_4380,167,4773271,55026448,samp_1436,6.358122624271221e-7
samp_468,14,4238051,55026448,samp_1436,6.00330457115667e-8
samp_471,766,4577490,55026448,samp_1436,3.0410942898024336e-6
samp_477,2036,4344744,55026448,samp_1436,8.516126459936353e-6
samp_481,560,3602070,55026448,samp_1436,2.8252988910371083e-6
samp_507,1133,3568765,55026448,samp_1436,5.7695305751550986e-6
samp_2059,27429,3786874,58393828,samp_1437,1.2404011866113117e-4
samp_2073,4273,4337595,58393828,samp_1437,1.687007241830972e-5
samp_3937,5331,4108029,58393828,samp_1437,2.2223283955487843e-5
samp_4305,9983,3905470,58393828,samp_1437,4.3774462152268045e-5
samp_4344,4899,4351921,58393828,samp_1437,1.9277889655816314e-5
samp_4380,4768,4773271,58393828,samp_1437,1.710618673266502e-5
samp_468,6586,4238051,58393828,samp_1437,2.661267935946264e-5
samp_471,3816,4577490,58393828,samp_1437,1.427624575855968e-5
samp_477,40069,4344744,58393828,samp_1437,1.5793462932907074e-4
samp_481,33909,3602070,58393828,samp_1437,1.6121145128994915e-4
samp_507,5631,3568765,58393828,samp_1437,2.7020951008311467e-5
samp_2059,6529,3786874,59173130,samp_1438,2.9136760979221515e-5
samp_2073,640,4337595,59173130,samp_1438,2.493483118018536e-6
samp_3937,549,4108029,59173130,samp_1438,2.258469872356436e-6
samp_4305,39,3905470,59173130,samp_1438,1.687589283055092e-7
samp_4344,977,4351921,59173130,samp_1438,3.7939274214621527e-6
samp_4380,148,4773271,59173130,samp_1438,5.239876864525391e-7
samp_468,37,4238051,59173130,samp_1438,1.47540415871647e-7
samp_471,312,4577490,59173130,samp_1438,1.1518678257810582e-6
samp_477,974,4344744,59173130,samp_1438,3.788525568107325e-6
samp_481,1418,3602070,59173130,samp_1438,6.652724520951532e-6
samp_507,551,3568765,59173130,samp_1438,2.609210428809576e-6
samp_2059,10375,3786874,60204696,samp_1439,4.550686130658054e-5
samp_2073,5619,4337595,60204696,samp_1439,2.151689817692392e-5
samp_3937,1727,4108029,60204696,samp_1439,6.982781763209592e-6
samp_4305,450,3905470,60204696,samp_1439,1.9138541573265905e-6
samp_4344,2047,4351921,60204696,samp_1439,7.812795770180485e-6
samp_4380,1696,4773271,60204696,samp_1439,5.901730696669953e-6
samp_468,307,4238051,60204696,samp_1439,1.203211098012839e-6
samp_471,4657,4577490,60204696,samp_1439,1.689851205719345e-5
samp_477,18865,4344744,60204696,samp_1439,7.212108465413045e-5
samp_481,6170,3602070,60204696,samp_1439,2.845133491092875e-5
samp_507,1915,3568765,60204696,samp_1439,8.91292925765284e-6
samp_2059,19207,3786874,120178690,samp_1440,4.22037668846435e-5
samp_2073,1019,4337595,120178690,samp_1440,1.9547792425352094e-6
samp_3937,1184,4108029,120178690,samp_1440,2.398229472890893e-6
samp_4305,14,3905470,120178690,samp_1440,2.9828214936026976e-8
samp_4344,2109,4351921,120178690,samp_1440,4.032441828042422e-6
samp_4380,404,4773271,120178690,samp_1440,7.0426775967416e-7
samp_468,17,4238051,120178690,samp_1440,3.3377613165740064e-8
samp_471,700,4577490,120178690,samp_1440,1.272457160869879e-6
samp_477,2167,4344744,120178690,samp_1440,4.150183060864654e-6
samp_481,1711,3602070,120178690,samp_1440,3.952486502423749e-6
samp_507,1426,3568765,120178690,samp_1440,3.3248657085239914e-6
samp_2059,24602,3786874,58742416,samp_1441,1.1059557590749752e-4
samp_2073,7137,4337595,58742416,samp_1441,2.801011504623613e-5
samp_3937,39145,4108029,58742416,samp_1441,1.6221499298377224e-4
samp_4305,6708,3905470,58742416,samp_1441,2.9239365445313028e-5
samp_4344,24632,4351921,58742416,samp_1441,9.635336099701336e-5
samp_4380,33078,4773271,58742416,samp_1441,1.179699367107946e-4
samp_468,4829,4238051,58742416,samp_1441,1.9397207972947583e-5
samp_471,5034,4577490,58742416,samp_1441,1.872121377582812e-5
samp_477,25669,4344744,58742416,samp_1441,1.0057567438542068e-4
samp_481,20321,3602070,58742416,samp_1441,9.60375612088926e-5
samp_507,19570,3568765,58742416,samp_1441,9.33514504375333e-5
samp_2059,7878,3786874,72301402,samp_1442,2.8773215771506904e-5
samp_2073,696,4337595,72301402,samp_1442,2.219287265773302e-6
samp_3937,593,4108029,72301402,samp_1442,1.9965237178372775e-6
samp_4305,40,3905470,72301402,samp_1442,1.4165762832056664e-7
samp_4344,898,4351921,72301402,samp_1442,2.853964816192991e-6
samp_4380,186,4773271,72301402,samp_1442,5.389520566082721e-7
samp_468,27,4238051,72301402,samp_1442,8.811520718652474e-8
samp_471,445,4577490,72301402,samp_1442,1.3445776499037676e-6
samp_477,1085,4344744,72301402,samp_1442,3.4539721165371243e-6
samp_481,1490,3602070,72301402,samp_1442,5.721203574187299e-6
